recurring_transaction_id,user_id,amount,category_id,description,frequency,created_at,updated_at,last_synced_at
3e150ea7-051a-45b8-8012-5a47ec721eda,41b68ece-f1a4-4255-8b3a-eb69a4000059,1572,2b86d831-9294-49d8-ae3e-d6825d8cb78d,JWFXLPbMohu77eyRF0n3,16,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
0979972b-ef53-4f0d-a75e-37cd6dd61da4,41b68ece-f1a4-4255-8b3a-eb69a4000059,3583,a0c717a4-c0b5-41b3-8675-cb7798fcaf20,rKJvVHL165jkVrFFUs0D,38,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
f715d54a-5ec0-4338-93f5-d9e966d0993b,842524f9-2e88-4c04-b2b2-ce8d10215f03,3122,d96f856f-afcf-450a-9ec5-e17027d5cf6d,Ln6PhFJS9hvtfCPj8Xau,80,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
6555e2fd-02d9-4394-a538-eeee85875a12,842524f9-2e88-4c04-b2b2-ce8d10215f03,1696,bb634e5d-8bbb-4364-8861-2675d701a606,LijMNGhuQJJzP7IQSUG9,52,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
ce6c7314-3950-4227-8c90-af97ef20a8de,901822b5-026b-49a5-84db-9f9180f3a75d,1585,fe041965-c5ca-4a66-901a-bc06be234685,YgkTYb4Yp2griSRXVOm4,68,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
cd677d93-9da1-474a-b797-15581e480285,901822b5-026b-49a5-84db-9f9180f3a75d,2537,c5c8afdb-1a83-4221-b2ce-c68b0180a4ad,M2aKkU6g5TZP6YELbVGw,10,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
d566f2ce-9297-4a71-8d07-920f3bfcb7a7,9fd73f6b-6793-43f7-a135-ee8680a2558e,2196,b18d0de9-8fe1-4f81-aa32-6480250bf7f6,Kl7n09eo6mSF3eyhgQAN,82,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
06b8d7d7-adeb-472b-94f7-1402b66e92eb,9fd73f6b-6793-43f7-a135-ee8680a2558e,2363,ee93ac75-7039-4806-8bbe-d21b27f6df62,HfJLNjC1mkCZchqlbghT,35,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
394bbfe2-ce6d-46d9-baab-ae3126dc3a80,dd21d1a9-4fde-40b2-a0e0-a8864278a8f0,2835,75f8c8f8-5161-4bbc-abba-d39076d3f8fe,Y9Ja7E8vF4X3asjTszav,66,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
999f38af-2a40-49b0-84ed-99a97d2bbf2a,dd21d1a9-4fde-40b2-a0e0-a8864278a8f0,4736,61c4c32d-658b-4511-88ec-48e25ba92950,luRkv7XQtLk06DyLJvVT,17,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
92b2708a-f3cc-4f9d-89fd-a43e8eef37d9,09185e91-c695-4f5a-84bc-efa03e6ea6b4,4691,8004f61d-1744-4acf-b95c-3e516df0d6ac,8QovJR9vJHAiv8BmhNzW,27,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
ba73e399-8492-4f7d-926a-76f09276d3d9,09185e91-c695-4f5a-84bc-efa03e6ea6b4,1339,fe041965-c5ca-4a66-901a-bc06be234685,OMuT3oDc177yS33dXKpt,80,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
051aa586-2bdb-4af1-8b13-a2ae4a795f00,0d6bf790-8581-4165-bea5-4ac907c61489,4122,a2c094f8-be0a-4cfe-aa89-dd42f7124e22,hp0f1cHa3NfpP9jGDjeX,16,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
75a59ab0-bd8a-40b2-be93-f6629d17f48b,0d6bf790-8581-4165-bea5-4ac907c61489,1233,c5c8afdb-1a83-4221-b2ce-c68b0180a4ad,apJ14pY9dUsrvfDh3ZHN,78,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
307f11e7-8ecf-49a6-a075-0f92a06ba059,2ee56a0b-a748-400b-80a3-0655af241d36,1722,8060cb4c-6a29-42ea-ad7e-52bbaab52aed,8JBR8mUgAjFOE6wKKdUi,57,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
80ba44b4-a960-49a0-a37c-211ba13d55dc,2ee56a0b-a748-400b-80a3-0655af241d36,3194,f80bbda8-6c3d-47aa-a0cd-5f85556777c7,ecbgyiqf1XFSy4DiCNmz,8,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
26475874-b3ed-490e-8f06-c104771e1a23,51ad43d6-22fc-4436-a0d4-42a4887bf969,1884,3da38d11-fecb-47ef-8a24-fae6d828628c,QpfXX2uZF36lR3s2Jtiq,54,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
73f9d906-a5f3-40b4-8235-c9774b487eec,51ad43d6-22fc-4436-a0d4-42a4887bf969,3014,c5c8afdb-1a83-4221-b2ce-c68b0180a4ad,yV9HriPsGNjm4xAjtAOH,10,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
ddf409de-0f1e-4505-892c-9cd40b5ce31d,288d3df4-02fb-471f-8a1b-adc639eddd40,3411,acb913cb-2765-48a8-9cfe-0b3cc991ad53,8xaspZ8AegShr3I5uVm9,45,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
00f85ca9-3f53-4aa5-8e85-0138ee79ceb9,288d3df4-02fb-471f-8a1b-adc639eddd40,3261,054bf055-c965-4f0a-95fa-ba0ec58b82c6,gFWyvtnZ38A7oaCtQLi2,29,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
bca12ce7-c57e-4c64-a019-8d277e1267e0,580a5004-2a06-4709-a1de-e3f02777c4b7,3678,d05d0dad-0da1-49c7-827b-47bdc2601d5c,SJWneTjGvEDxRZoH8Z7n,50,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
ba87ff68-6eb7-4663-8b5b-d010ddaf0de4,580a5004-2a06-4709-a1de-e3f02777c4b7,132,0b74b3d7-f833-4cef-8899-daa3dfa861b8,8TTiQspPppBov1FFDhzd,32,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
1955c6ea-e6a1-4d95-8d02-a41497be9540,b6ca5cde-e8be-4293-8a68-5298515087e4,435,25316c9b-bf12-463d-9065-15d1c5a650e0,g0PHkL1IgaIO2biaqxnL,54,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
7cb1f944-a459-4659-bbbe-37d1306046ec,b6ca5cde-e8be-4293-8a68-5298515087e4,2811,18f3950f-bec8-42e9-8658-d3086a248b9d,4vpnkbs3LKFjheNJrjpH,51,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
f82f7d62-6cec-4d35-9990-8394f26ba680,073dfee4-e2a0-4cd4-b1fd-ae215a08d7f9,4621,bb634e5d-8bbb-4364-8861-2675d701a606,8jXIBGwygLlIgsQYV5cc,17,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
5c387463-c7da-46d9-81df-ca85ffb129d4,073dfee4-e2a0-4cd4-b1fd-ae215a08d7f9,519,a2c094f8-be0a-4cfe-aa89-dd42f7124e22,cIm7ghCPX4adFqspvLSV,49,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
fcdb206b-3f03-4328-91a3-feb3fdc57871,93330314-db63-4545-b8c9-a655d0679afd,3019,dc901264-57af-49ce-83b3-3beed2a4ad63,xbtd4pKUNSmSUcQdf2yo,61,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
f270fdc3-8cc2-4e59-a7fb-fe7157fa7f5c,93330314-db63-4545-b8c9-a655d0679afd,240,c5c8afdb-1a83-4221-b2ce-c68b0180a4ad,rR12zuLVQi0lRy9wTo0D,47,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
a7d4a604-9dc0-44ce-9652-a3e964ec2307,2d786b24-f8e9-4fca-942b-461dfad9508d,941,6075cce4-d795-41c3-a450-3f513b508060,OJOEHodUTQxa9RRQIFIT,38,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
a9da84cb-68e7-4a04-904c-327b07018e60,2d786b24-f8e9-4fca-942b-461dfad9508d,3230,f80bbda8-6c3d-47aa-a0cd-5f85556777c7,hxFes6yo6N08qbR15lvH,86,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
ee21fff5-56fc-4694-b3c0-8eb19a79f1d2,1810f952-dd22-4ab2-97c6-51e198b9386d,311,25316c9b-bf12-463d-9065-15d1c5a650e0,kxORSbhYbP1QaAOw3lYq,34,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
51ff9960-7f88-4cd2-aa86-499687a9f718,1810f952-dd22-4ab2-97c6-51e198b9386d,2812,84b942c0-7700-45af-b2b6-a6937255a9d8,vdNm0XTLFIuSk3x5HOfb,75,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
13ba0bc8-100b-4b6b-b809-95426fd7d5ae,2fdcc298-2334-4195-b6f1-2b97840e889a,1521,c7e6acbd-545a-477e-8606-bbdc4359bcb8,tJXUD3JasMSAvnQ1DIhG,22,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
0a8e0088-2e53-4ad2-85fd-dd1df2bd34ff,2fdcc298-2334-4195-b6f1-2b97840e889a,4607,61c4c32d-658b-4511-88ec-48e25ba92950,h4pbjc6PIzw0O5uCAD8i,20,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
7510001b-1784-43db-880f-4c1d4a7dd38b,77339790-98cf-4fbc-b3dd-ff7f21772afc,563,d05d0dad-0da1-49c7-827b-47bdc2601d5c,WCwb5Xak1x1dccfIF1tq,34,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
aae8b552-3be9-4ad2-b2d0-90be37ac06bc,77339790-98cf-4fbc-b3dd-ff7f21772afc,3458,99d482ec-88dd-454b-aadc-770150cd8a94,KmVFcDSfUq7dcv1Fh0Mt,88,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
9ff7e3e3-ff52-41a9-848d-a13189df81b4,799f37bf-65f6-46a5-9e3e-6d18e12cbe1c,2674,fe041965-c5ca-4a66-901a-bc06be234685,i21uhe6BxYSeGNEQWR4O,46,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
b3b7c5d2-86e2-4172-a52b-de9d59b2a689,799f37bf-65f6-46a5-9e3e-6d18e12cbe1c,2060,6abd33bb-db95-4122-b86e-abed0554e955,IX6kPSN1bUW7YZtE0UQt,18,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
15c375dc-3ffb-48e2-ac11-e2bd9569802e,9f1dcf73-5814-4da7-a07d-c0cba360cbf1,4811,cc8cbbfc-5fcc-444f-8ac7-b7229f5ab364,TgI2kg85nLAcUYFULyLr,11,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
c763d996-774d-4ca7-8251-40ccbb992e28,9f1dcf73-5814-4da7-a07d-c0cba360cbf1,1977,fc8882e3-72ab-4931-a281-ecd97139cbac,rcPubulbnhDFqfjduuHk,67,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
458ec4e2-f3a7-4772-8aa5-03aa3694df11,7d86e4d4-ded2-4e12-bcc4-d7ae1b5aa33b,1758,59259c05-d5fc-433a-ab1d-f9bd719ffdff,grC0yOzHi0BauEBIcyB6,33,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
9dd86c89-09cc-428a-9419-c56032cf1bdb,7d86e4d4-ded2-4e12-bcc4-d7ae1b5aa33b,2853,af039d64-0910-4a8c-872c-9497a99afcb1,MNeiWEW2dYvFNadcx9fG,8,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
0437b427-9b80-4259-afad-581396f1f093,bbc99a35-a236-4e86-a934-018d7bd7315e,2449,84b942c0-7700-45af-b2b6-a6937255a9d8,QtLfdpEJ0RuhJF692ZzF,19,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
ac985582-02a3-4fc9-ac85-caace0ecdd62,bbc99a35-a236-4e86-a934-018d7bd7315e,3103,64da1c06-7fe6-4885-b54e-0733e62af3b5,UF7HpcATjcnNwR59NXSa,13,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
1ec1513d-d6b1-4aa3-ba18-fc1c6f905a7e,f433bdf4-3194-41e3-b08d-8fdb20774849,1041,23d2b96e-becd-46ef-8fe9-887686549df3,3J1BRX2leH9KNaKT2BWt,39,2024-05-18 07:00:25.874638,2024-05-18 07:00:25.874638,
